TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_UCI,ESTIMATE_LCI,FLAG,FOOTNOTE_ID_LIST
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,33,"Percent of population, crude",0,2017-2018,10,45,3.3,52.4,37.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,1999-2000,1,62.2,2.4,67.3,56.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2001-2002,2,57.9,2,62.1,53.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2003-2004,3,59.7,3.8,67.8,51.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2005-2006,4,61.2,3.1,67.8,54.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2007-2008,5,56.5,1.9,60.6,52.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2009-2010,6,55.5,3.6,63.4,47.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2011-2012,7,60.4,2,64.6,56.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2013-2014,8,56.8,2.1,61.4,52.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2015-2016,9,58.8,2.6,64.4,53,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,34,"Percent of population, crude",0,2017-2018,10,62.5,3.3,69.5,55.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,1999-2000,1,75.7,3.5,82.8,67.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2001-2002,2,75.5,2.4,80.6,70,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2003-2004,3,74.5,1.9,78.5,70.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2005-2006,4,73.1,3,79.4,66,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2007-2008,5,71.9,2.1,76.2,67.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2009-2010,6,69.6,2,73.8,65.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2011-2012,7,69.9,2.2,74.5,65.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2013-2014,8,73,2.2,77.6,68.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2015-2016,9,68.6,3.5,75.8,60.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,35,"Percent of population, crude",0,2017-2018,10,68.8,2.3,73.7,63.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,1999-2000,1,83.6,1.7,87.1,79.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2001-2002,2,82.9,1.6,86.2,79.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2003-2004,3,81.8,1.8,85.4,77.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2005-2006,4,78.8,1.5,81.9,75.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2007-2008,5,83.5,1.2,85.9,80.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2009-2010,6,83.4,1.4,86.2,80.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2011-2012,7,82.4,1.9,86.3,77.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2013-2014,8,79.8,1.5,83,76.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2015-2016,9,77.5,2.3,82.3,72.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,36,"Percent of population, crude",0,2017-2018,10,81,1.9,84.8,76.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,1999-2000,1,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2001-2002,2,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2003-2004,3,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2005-2006,4,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2007-2008,5,34.5,1.8,38.4,30.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2009-2010,6,33.8,2.6,39.5,28.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2011-2012,7,35.6,4.6,40.7,30.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2013-2014,8,34.9,3.1,38.3,31.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2015-2016,9,39.9,3.3,43.6,36.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,37,"Percent of population, crude",0,2017-2018,10,41.9,3.3,45.4,38.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,1999-2000,1,35.9,1.8,39.8,32.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2001-2002,2,30.4,2.2,35.5,25.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2003-2004,3,33.7,3.7,42.3,25.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2005-2006,4,30.7,1.9,34.9,26.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2007-2008,5,34.4,2.8,40.7,28.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2009-2010,6,34,3.2,41.3,27.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2011-2012,7,33.8,2.5,39.4,28.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2013-2014,8,36.2,2,40.8,31.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2015-2016,9,38.6,3,45.4,32.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,38,"Percent of population, crude",0,2017-2018,10,41.4,1.8,45.5,37.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,1999-2000,1,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2001-2002,2,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2003-2004,3,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2005-2006,4,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2007-2008,5,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2009-2010,6,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2011-2012,7,37.2,2.8,43.4,31.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2013-2014,8,36.3,2.4,41.8,31.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2015-2016,9,43.5,2.9,49.8,37.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,39,"Percent of population, crude",0,2017-2018,10,49.3,1.7,53.1,45.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,1999-2000,1,55.3,2.2,60.1,50.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2001-2002,2,57.5,1.9,61.7,53.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2003-2004,3,53.3,2.5,58.8,47.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2005-2006,4,53.7,1.4,56.8,50.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2007-2008,5,51.8,5.1,57.3,46.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2009-2010,6,56.4,4.3,61.1,51.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2011-2012,7,56.7,5.7,60.8,52.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2013-2014,8,55.9,3.9,58.9,52.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2015-2016,9,55.6,3.9,58.6,52.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,40,"Percent of population, crude",0,2017-2018,10,58.8,4.4,61.9,55.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,1999-2000,1,47.7,1.9,52,43.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2001-2002,2,47,1.6,50.4,43.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2003-2004,3,47.6,1.8,51.4,43.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2005-2006,4,48,1.1,50.3,45.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2007-2008,5,47.5,2.9,50.6,44.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2009-2010,6,45.9,3.4,49.6,42.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2011-2012,7,49.2,6,53.5,44.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2013-2014,8,46.8,4.3,49.9,43.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2015-2016,9,48.2,3.9,51,45.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,41,"Percent of population, crude",0,2017-2018,10,50.1,6,54.4,45.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,42,"Percent of population, crude",0,1999-2000,1,43.5,1.9,47.8,39.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,42,"Percent of population, crude",0,2001-2002,2,43.5,1.6,46.9,40.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,42,"Percent of population, crude",0,2003-2004,3,43.7,1.5,46.9,40.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
